bid.time,bid.curr.mth
2017-01-01 11:29:47,87000
2017-01-01 11:29:48,87000
2017-01-01 11:29:49,87000
2017-01-01 11:29:50,87100
2017-01-01 11:29:51,87100
2017-01-01 11:29:52,87100
2017-01-01 11:29:53,87100
2017-02-01 11:29:35,86900
2017-02-01 11:29:36,86900
2017-02-01 11:29:37,86900
2017-02-01 11:29:38,87000
2017-02-01 11:29:39,87000
2017-02-01 11:29:40,87000
2017-02-01 11:29:41,87100
2017-02-01 11:29:42,87200
2017-02-01 11:29:43,87200
2017-02-01 11:29:44,87200
2017-02-01 11:29:45,87300
2017-02-01 11:29:46,87400
2017-02-01 11:29:47,87400
2017-02-01 11:29:48,87500
2017-02-01 11:29:49,87500
2017-02-01 11:29:50,87500
2017-02-01 11:29:51,87600
2017-02-01 11:29:52,87600
2017-02-01 11:29:53,87700
2017-03-01 11:29:35,86900
2017-03-01 11:29:36,86900
2017-03-01 11:29:37,86900
2017-03-01 11:29:38,86900
2017-03-01 11:29:39,86900
2017-03-01 11:29:40,86900
2017-03-01 11:29:41,86900
2017-03-01 11:29:42,86900
2017-03-01 11:29:43,86900
2017-03-01 11:29:44,86900
2017-03-01 11:29:45,86900
2017-03-01 11:29:46,86900
2017-03-01 11:29:47,86900
2017-03-01 11:29:48,86900
2017-03-01 11:29:49,87000
2017-03-01 11:29:50,87100
2017-03-01 11:29:51,87200
2017-03-01 11:29:52,87200
2017-03-01 11:29:53,87300
2017-04-01 11:29:35,88800
2017-04-01 11:29:36,88800
2017-04-01 11:29:37,88800
2017-04-01 11:29:38,88800
2017-04-01 11:29:39,88800
2017-04-01 11:29:40,88800
2017-04-01 11:29:41,88800
2017-04-01 11:29:42,88900
2017-04-01 11:29:43,88900
2017-04-01 11:29:44,89000
2017-04-01 11:29:45,89100
2017-04-01 11:29:46,89100
2017-04-01 11:29:47,89100
2017-04-01 11:29:48,89200
2017-04-01 11:29:49,89200
2017-04-01 11:29:50,89200
2017-04-01 11:29:51,89200
2017-04-01 11:29:52,89200
2017-04-01 11:29:53,89300
2017-05-01 11:29:35,88900
2017-05-01 11:29:36,88900
2017-05-01 11:29:37,89000
2017-05-01 11:29:38,89100
2017-05-01 11:29:39,89100
2017-05-01 11:29:40,89100
2017-05-01 11:29:41,89100
2017-05-01 11:29:42,89100
2017-05-01 11:29:43,89100
2017-05-01 11:29:44,89200
2017-05-01 11:29:45,89200
2017-05-01 11:29:46,89300
2017-05-01 11:29:47,89300
2017-05-01 11:29:48,89400
2017-05-01 11:29:49,89400
2017-05-01 11:29:50,89500
2017-05-01 11:29:51,89500
2017-05-01 11:29:52,89600
2017-05-01 11:29:53,89600
2017-06-01 11:29:35,88800
2017-06-01 11:29:36,88800
2017-06-01 11:29:37,88800
2017-06-01 11:29:38,88800
2017-06-01 11:29:39,88800
2017-06-01 11:29:40,88800
2017-06-01 11:29:41,88900
2017-06-01 11:29:42,88900
2017-06-01 11:29:43,89000
2017-06-01 11:29:44,89000
2017-06-01 11:29:45,89100
2017-06-01 11:29:46,89100
2017-06-01 11:29:47,89100
2017-06-01 11:29:48,89100
2017-06-01 11:29:49,89100
2017-06-01 11:29:50,89100
2017-06-01 11:29:51,89100
2017-06-01 11:29:52,89100
2017-06-01 11:29:53,89200
2017-07-01 11:29:35,90800
2017-07-01 11:29:36,90800
2017-07-01 11:29:37,90900
2017-07-01 11:29:38,91000
2017-07-01 11:29:39,91000
2017-07-01 11:29:40,91000
2017-07-01 11:29:41,91000
2017-07-01 11:29:42,91000
2017-07-01 11:29:43,91000
2017-07-01 11:29:44,91100
2017-07-01 11:29:45,91100
2017-07-01 11:29:46,91200
2017-07-01 11:29:47,91300
2017-07-01 11:29:48,91400
2017-07-01 11:29:49,91400
2017-07-01 11:29:50,91500
2017-07-01 11:29:51,91600
2017-07-01 11:29:52,91700
2017-07-01 11:29:53,91800
